data,utm campaign,utm medium,utm content,spend,impressions,actions_link_click,actions_landing_page_view
2025-04-04,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 01,ADS_001_ANUNCIO PETRO 01,19.74,1750.0,22.0,14.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 03,ADS_003_ANUNCIO PETRO 03,8.33,677.0,5.0,3.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 04,ADS_004_ANUNCIO PETRO 04,20.07,1712.0,30.0,21.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 06,ADS_006_ANUNCIO PETRO 06,21.14,3720.0,64.0,35.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 09,ADS_009_ANUNCIO PETRO 09,9.83,832.0,23.0,14.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 08,ADS_008_ANUNCIO PETRO 08,20.83,2673.0,49.0,28.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 07,ADS_007_ANUNCIO PETRO 07,20.67,2693.0,69.0,48.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 05,ADS_005_ANUNCIO PETRO 05,21.05,2599.0,52.0,34.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 10,ADS_010_ANUNCIO PETRO 10,7.17,429.0,9.0,6.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO | LAL | 1% | ENV 7D | CRIATIVO 09,ADS_009_ANUNCIO PETRO 09,9.48,913.0,13.0,7.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 07,ADS_007_ANUNCIO PETRO 07,12.18,1711.0,36.0,18.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 01,ADS_001_ANUNCIO PETRO 01,8.89,1024.0,10.0,10.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 10,ADS_010_ANUNCIO PETRO 10,10.0,1166.0,22.0,14.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 02,ADS_002_ANUNCIO PETRO 02,9.66,1341.0,7.0,1.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO | LAL | 1% | ENV 7D | CRIATIVO 03,ADS_003_ANUNCIO PETRO 03,8.74,1006.0,6.0,2.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 05,ADS_005_ANUNCIO PETRO 05,9.11,1213.0,20.0,15.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 08,ADS_008_ANUNCIO PETRO 08,12.05,1914.0,24.0,14.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO | LAL | 1% | ENV 7D | CRIATIVO 04,ADS_004_ANUNCIO PETRO 04,10.29,920.0,19.0,7.0
2025-04-04,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO | LAL | 1% | ENV 7D | CRIATIVO 06,ADS_006_ANUNCIO PETRO 06,12.55,2594.0,57.0,40.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | CHECKOUT | 180D,ADS_001_ANUNCIO PETRO 01,12.04,554.0,7.0,4.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | CHECKOUT | 180D,ADS_002_ANUNCIO PETRO 02,0.85,27.0,0.0,0.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | CHECKOUT | 180D,ADS_003_ANUNCIO PETRO 03,0.27,14.0,0.0,0.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | LISTA | LEADS GERAL,ADS_001_ANUNCIO PETRO 01,152.77,6615.0,45.0,27.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | LISTA | LEADS GERAL,ADS_003_ANUNCIO PETRO 03,9.06,609.0,1.0,0.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | LISTA | LEADS GERAL,ADS_002_ANUNCIO PETRO 02,41.02,2095.0,14.0,7.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | PAGEVIEW | 30D,ADS_001_ANUNCIO PETRO 01,156.18,4217.0,58.0,33.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | PAGEVIEW | 30D,ADS_002_ANUNCIO PETRO 02,89.53,2459.0,31.0,17.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | PAGEVIEW | 30D,ADS_003_ANUNCIO PETRO 03,60.19,1811.0,26.0,13.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 30D,ADS_003_ANUNCIO PETRO 03,1.32,106.0,1.0,1.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 30D,ADS_002_ANUNCIO PETRO 02,20.88,1813.0,17.0,11.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 30D,ADS_001_ANUNCIO PETRO 01,124.67,10149.0,112.0,63.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | SALVOU + ENVIOU MSG | 365D,ADS_001_ANUNCIO PETRO 01,1.82,138.0,1.0,1.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 90D,ADS_003_ANUNCIO PETRO 03,18.64,1550.0,16.0,11.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 90D,ADS_002_ANUNCIO PETRO 02,22.05,1956.0,26.0,11.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 90D,ADS_001_ANUNCIO PETRO 01,401.35,33351.0,411.0,249.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | FRIO | ALL | BR | 31-03-25 | Lookalike e Interesses,00 | AUTO | LAL | 1% | ENVOLVIMENTO IG 7D,ADS_003_ANUNCIO PETRO 03,0.02,7.0,0.0,0.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | FRIO | ALL | BR | 31-03-25 | Lookalike e Interesses,00 | AUTO | LAL | 1% | ENVOLVIMENTO IG 7D,ADS_002_ANUNCIO PETRO 02,5.39,809.0,4.0,3.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | FRIO | ALL | BR | 31-03-25 | Lookalike e Interesses,00 | AUTO | LAL | 1% | ENVOLVIMENTO IG 7D,ADS_001_ANUNCIO PETRO 01,692.02,74224.0,922.0,536.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | FRIO | ALL | BR | 31-03-25 | Lookalike e Interesses,00 | AUTO | LAL | 1%  | ENVOLVIMENTO IG 14D,ADS_003_ANUNCIO PETRO 03,0.1,8.0,1.0,0.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | FRIO | ALL | BR | 31-03-25 | Lookalike e Interesses,00 | AUTO | LAL | 1%  | ENVOLVIMENTO IG 14D,ADS_002_ANUNCIO PETRO 02,2.35,306.0,5.0,4.0
2025-04-04,SSP-L12 | CAPTACAO | CBO | FRIO | ALL | BR | 31-03-25 | Lookalike e Interesses,00 | AUTO | LAL | 1%  | ENVOLVIMENTO IG 14D,ADS_001_ANUNCIO PETRO 01,247.95,24525.0,358.0,218.0
2025-04-05,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 02,ADS_002_ANUNCIO PETRO 02,11.42,1204.0,14.0,8.0
2025-04-05,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 01,ADS_001_ANUNCIO PETRO 01,11.55,943.0,10.0,7.0
2025-04-05,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 04,ADS_004_ANUNCIO PETRO 04,9.9,906.0,11.0,7.0
2025-04-05,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 06,ADS_006_ANUNCIO PETRO 06,5.47,1048.0,18.0,9.0
2025-04-05,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 08,ADS_008_ANUNCIO PETRO 08,8.26,1076.0,16.0,10.0
2025-04-05,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 07,ADS_007_ANUNCIO PETRO 07,9.97,1268.0,20.0,13.0
2025-04-05,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 05,ADS_005_ANUNCIO PETRO 05,9.29,1113.0,24.0,13.0
2025-04-05,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO | LAL | 1% | ENV 7D | CRIATIVO 09,ADS_009_ANUNCIO PETRO 09,10.59,944.0,25.0,16.0
2025-04-05,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 07,ADS_007_ANUNCIO PETRO 07,10.2,1401.0,42.0,30.0
2025-04-05,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 01,ADS_001_ANUNCIO PETRO 01,10.93,1024.0,18.0,11.0
2025-04-05,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 10,ADS_010_ANUNCIO PETRO 10,11.35,1131.0,30.0,20.0
2025-04-05,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 02,ADS_002_ANUNCIO PETRO 02,10.16,1332.0,10.0,5.0
2025-04-05,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO | LAL | 1% | ENV 7D | CRIATIVO 03,ADS_003_ANUNCIO PETRO 03,10.98,886.0,10.0,9.0
2025-04-05,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 05,ADS_005_ANUNCIO PETRO 05,10.06,1180.0,23.0,14.0
2025-04-05,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 08,ADS_008_ANUNCIO PETRO 08,8.12,1178.0,16.0,11.0
2025-04-05,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO | LAL | 1% | ENV 7D | CRIATIVO 04,ADS_004_ANUNCIO PETRO 04,9.78,811.0,14.0,10.0
2025-04-05,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO | LAL | 1% | ENV 7D | CRIATIVO 06,ADS_006_ANUNCIO PETRO 06,12.04,2263.0,48.0,31.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | CHECKOUT | 180D,ADS_001_ANUNCIO PETRO 01,2.87,185.0,3.0,2.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | LISTA | LEADS GERAL,ADS_001_ANUNCIO PETRO 01,42.57,1732.0,24.0,15.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | LISTA | LEADS GERAL,ADS_003_ANUNCIO PETRO 03,4.84,279.0,3.0,2.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | LISTA | LEADS GERAL,ADS_002_ANUNCIO PETRO 02,28.33,1424.0,8.0,3.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | PAGEVIEW | 30D,ADS_001_ANUNCIO PETRO 01,95.76,2658.0,62.0,35.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | PAGEVIEW | 30D,ADS_002_ANUNCIO PETRO 02,77.67,2328.0,35.0,21.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | PAGEVIEW | 30D,ADS_003_ANUNCIO PETRO 03,41.85,1080.0,19.0,11.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 30D,ADS_003_ANUNCIO PETRO 03,1.07,102.0,0.0,0.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 30D,ADS_002_ANUNCIO PETRO 02,17.23,1984.0,16.0,10.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 30D,ADS_001_ANUNCIO PETRO 01,32.0,2527.0,42.0,22.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | SALVOU + ENVIOU MSG | 365D,ADS_001_ANUNCIO PETRO 01,0.3,27.0,0.0,0.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 90D,ADS_003_ANUNCIO PETRO 03,7.79,668.0,5.0,5.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 90D,ADS_002_ANUNCIO PETRO 02,20.55,2445.0,15.0,12.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 90D,ADS_001_ANUNCIO PETRO 01,143.28,10641.0,167.0,97.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 14D,ADS_001_ANUNCIO PETRO 01,62.45,3613.0,83.0,52.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 14D,ADS_002_ANUNCIO PETRO 02,32.64,2720.0,33.0,21.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 14D,ADS_003_ANUNCIO PETRO 03,3.74,291.0,5.0,3.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | FRIO | ALL | BR | 31-03-25 | Lookalike e Interesses,00 | AUTO | LAL | 1% | ENVOLVIMENTO IG 7D,ADS_003_ANUNCIO PETRO 03,0.04,4.0,1.0,1.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | FRIO | ALL | BR | 31-03-25 | Lookalike e Interesses,00 | AUTO | LAL | 1% | ENVOLVIMENTO IG 7D,ADS_002_ANUNCIO PETRO 02,1.94,282.0,4.0,4.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | FRIO | ALL | BR | 31-03-25 | Lookalike e Interesses,00 | AUTO | LAL | 1% | ENVOLVIMENTO IG 7D,ADS_001_ANUNCIO PETRO 01,434.8,41732.0,601.0,346.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | FRIO | ALL | BR | 31-03-25 | Lookalike e Interesses,00 | AUTO | LAL | 1%  | ENVOLVIMENTO IG 14D,ADS_002_ANUNCIO PETRO 02,1.05,148.0,0.0,0.0
2025-04-05,SSP-L12 | CAPTACAO | CBO | FRIO | ALL | BR | 31-03-25 | Lookalike e Interesses,00 | AUTO | LAL | 1%  | ENVOLVIMENTO IG 14D,ADS_001_ANUNCIO PETRO 01,115.01,10549.0,150.0,93.0
2025-04-06,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 02,ADS_002_ANUNCIO PETRO 02,20.95,2563.0,20.0,11.0
2025-04-06,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 01,ADS_001_ANUNCIO PETRO 01,22.58,1925.0,18.0,11.0
2025-04-06,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 04,ADS_004_ANUNCIO PETRO 04,22.91,1876.0,42.0,20.0
2025-04-06,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 06,ADS_006_ANUNCIO PETRO 06,21.23,4341.0,78.0,42.0
2025-04-06,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 08,ADS_008_ANUNCIO PETRO 08,22.86,3107.0,71.0,41.0
2025-04-06,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 07,ADS_007_ANUNCIO PETRO 07,28.25,22127.0,447.0,267.0
2025-04-06,SSP-L12 | CAPTACAO | ABO | QUENTE | ALL | BR | 03-04-2025 | Teste de criativos,00 | AUTO | MIX DE PUBLICOS | CRIATIVO 05,ADS_005_ANUNCIO PETRO 05,27.26,3070.0,62.0,42.0
2025-04-06,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO | LAL | 1% | ENV 7D | CRIATIVO 09,ADS_009_ANUNCIO PETRO 09,20.99,1973.0,35.0,18.0
2025-04-06,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 07,ADS_007_ANUNCIO PETRO 07,19.75,3196.0,73.0,45.0
2025-04-06,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 01,ADS_001_ANUNCIO PETRO 01,17.79,1769.0,23.0,13.0
2025-04-06,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 10,ADS_010_ANUNCIO PETRO 10,20.87,2905.0,60.0,33.0
2025-04-06,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 02,ADS_002_ANUNCIO PETRO 02,13.92,1907.0,13.0,7.0
2025-04-06,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO | LAL | 1% | ENV 7D | CRIATIVO 03,ADS_003_ANUNCIO PETRO 03,20.02,1579.0,15.0,8.0
2025-04-06,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 05,ADS_005_ANUNCIO PETRO 05,22.0,2283.0,46.0,25.0
2025-04-06,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO |  LAL | 1% | ENV 7D | CRIATIVO 08,ADS_008_ANUNCIO PETRO 08,21.41,3282.0,52.0,29.0
2025-04-06,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO | LAL | 1% | ENV 7D | CRIATIVO 04,ADS_004_ANUNCIO PETRO 04,18.72,1554.0,29.0,18.0
2025-04-06,SSP-L12 | CAPTACAO | ABO | FRIO | ALL | BR | 04-04-2025 | Teste de criativos,00 | AUTO | LAL | 1% | ENV 7D | CRIATIVO 06,ADS_006_ANUNCIO PETRO 06,18.65,3863.0,69.0,39.0
2025-04-06,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | CHECKOUT | 180D,ADS_001_ANUNCIO PETRO 01,3.97,227.0,0.0,0.0
2025-04-06,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | CHECKOUT | 180D,ADS_002_ANUNCIO PETRO 02,0.09,9.0,0.0,0.0
2025-04-06,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | CHECKOUT | 180D,ADS_003_ANUNCIO PETRO 03,0.48,23.0,0.0,0.0
2025-04-06,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | LISTA | LEADS GERAL,ADS_001_ANUNCIO PETRO 01,109.67,4895.0,50.0,21.0
2025-04-06,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | LISTA | LEADS GERAL,ADS_003_ANUNCIO PETRO 03,6.13,273.0,2.0,1.0
2025-04-06,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | LISTA | LEADS GERAL,ADS_002_ANUNCIO PETRO 02,31.56,1804.0,8.0,4.0
2025-04-06,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | PAGEVIEW | 30D,ADS_001_ANUNCIO PETRO 01,181.33,5882.0,100.0,55.0
2025-04-06,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | PAGEVIEW | 30D,ADS_002_ANUNCIO PETRO 02,83.32,2871.0,44.0,21.0
2025-04-06,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | LEADS,00 | AUTO | PAGEVIEW | 30D,ADS_003_ANUNCIO PETRO 03,96.08,3086.0,58.0,28.0
2025-04-06,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 30D,ADS_003_ANUNCIO PETRO 03,0.56,45.0,0.0,0.0
2025-04-06,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 30D,ADS_002_ANUNCIO PETRO 02,21.44,2395.0,15.0,6.0
2025-04-06,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 30D,ADS_001_ANUNCIO PETRO 01,76.46,6769.0,110.0,49.0
2025-04-06,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | SALVOU + ENVIOU MSG | 365D,ADS_002_ANUNCIO PETRO 02,0.01,4.0,0.0,0.0
2025-04-06,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | SALVOU + ENVIOU MSG | 365D,ADS_003_ANUNCIO PETRO 03,0.05,5.0,0.0,0.0
2025-04-06,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | SALVOU + ENVIOU MSG | 365D,ADS_001_ANUNCIO PETRO 01,0.89,57.0,1.0,0.0
2025-04-06,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 90D,ADS_003_ANUNCIO PETRO 03,36.54,3421.0,66.0,35.0
2025-04-06,SSP-L12 | CAPTACAO | CBO | QUENTE | ALL | BR | 03-04-2025 | ENVOLVIMENTO,00 | AUTO | ENVOLVIMENTO | 90D,ADS_002_ANUNCIO PETRO 02,22.14,2767.0,21.0,9.0
